fold,iso,a,b,c,lat,lng,training_count
0,TR,93,143,209,39.367052879030226,34.07987393299273,14
0,TR,93,143,210,38.79202769248013,35.6860897116782,46
0,TR,94,134,202,37.275573358193746,30.533869693674482,39
0,TR,94,134,207,38.26568248867895,29.95894625238242,6
0,TR,94,134,211,36.74241745620427,28.99862796794715,25
0,TR,94,139,207,38.79215695214686,29.935082704672464,16
0,TR,94,141,211,37.1339832393362,27.578730779547435,3
0,TR,94,141,212,38.33521289939987,27.488067512204772,47
0,TR,95,132,203,39.90227131886525,39.418365133078396,42
0,TR,95,132,204,40.75198664623325,40.17811782611464,31
0,TR,95,136,203,40.460979624325105,37.939565830756386,19
