fold,iso,a,b,c,lat,lng,training_count
3,TR,93,137,209,40.97603098719914,27.227232225103418,37
3,TR,93,140,208,40.315150395320615,29.31503904784087,10
3,TR,94,139,215,39.4943276674351,33.301699849378956,12
3,TR,94,140,204,39.29629748280078,30.999115987488885,23
3,TR,94,140,208,40.37321534484408,30.333335299483927,12
3,TR,94,141,205,41.06879512933195,32.23299432659783,45
3,TR,94,141,208,40.95168788613334,30.501773563500564,7
3,TR,94,141,215,39.826111468304504,33.00297856461125,2
3,TR,95,136,213,40.46592848399184,37.939918277412104,19
3,TR,95,138,207,40.29792881946979,39.889616519103754,61
3,TR,95,138,213,39.993715576185004,38.51692634564804,6
