fold,partition,iso,country_index,local_label,global_label,lat,lng,training_count
3,a,IS,6,5,53,63.942487658542575,-21.855517253801192,80
3,a,IS,6,6,54,64.06596703137478,-16.231956461142055,46
3,a,IS,6,7,55,64.90437213901835,-22.50279722098998,89
3,b,IS,6,0,72,65.84757083752123,-17.07969599936745,56
3,b,IS,6,1,73,65.00931210660698,-21.639508227902798,48
3,b,IS,6,2,74,64.90271068952653,-14.202835469843508,95
3,b,IS,6,3,75,66.06345126487757,-18.65819608598747,59
3,b,IS,6,4,76,63.86054511103755,-20.198882475620593,35
3,b,IS,6,5,77,63.91387394865257,-22.11876526558907,65
3,b,IS,6,6,78,65.73530455273095,-23.066006691196023,118
3,b,IS,6,7,79,65.68735454716109,-14.92861039307251,46
3,b,IS,6,8,80,64.06596703137478,-16.231956461142055,46
3,b,IS,6,9,81,64.87825140352942,-23.191461673656494,50
3,b,IS,6,10,82,65.6400987459821,-19.793009138386967,80
3,b,IS,6,11,83,63.57338849891085,-18.647882083115693,70
3,c,IS,6,0,108,63.86177911543075,-22.24411367103939,55
3,c,IS,6,1,109,65.26915912919316,-14.495172419236429,37
3,c,IS,6,2,110,65.68819375493395,-19.489032021474213,48
3,c,IS,6,3,111,64.87825140352942,-23.191461673656494,50
3,c,IS,6,4,112,65.75267882250701,-23.405805392894077,81
3,c,IS,6,5,113,63.58069212844907,-18.653724237456828,71
3,c,IS,6,6,114,63.854439033077696,-20.259716608128915,35
3,c,IS,6,7,115,64.45352321024929,-21.61470250193951,23
3,c,IS,6,8,116,65.86621763281035,-16.997441496359862,51
3,c,IS,6,9,117,63.96410152903232,-16.628379363665683,30
3,c,IS,6,10,118,65.09748310948227,-21.55549868695703,26
3,c,IS,6,11,119,66.1845965856292,-18.789553004481608,39
3,c,IS,6,12,120,64.34553227740032,-15.095883777284934,28
3,c,IS,6,13,121,65.7470283774368,-18.26147093018357,26
3,c,IS,6,14,122,65.65774329824522,-22.254630550741048,44
3,c,IS,6,15,123,64.8651872676962,-14.070574277503143,59
3,c,IS,6,16,124,65.81130320950055,-14.986099743509248,33
3,c,IS,6,17,125,65.58910563829672,-20.36485180715681,32
3,coarse,IS,6,0,36,65.43716221093526,-22.87429423904531,199
3,coarse,IS,6,1,37,64.86894012122099,-14.431394932048276,124
3,coarse,IS,6,2,38,63.70848617959407,-18.209973316206735,111
3,coarse,IS,6,3,39,64.01383308123691,-21.666489764542195,105
